Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Polymer Code,Tensile Strength at Yield,Melting Temperature,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
Daelim Po1y®,LH5570,"Polyethylene, High Density",HDPE,PE-HD,27.5,,932.0,,,,7.2
Daelim Po1y®,LH-58120UV,"Polyethylene, High Density",HDPE,PE-HD,28.4,,1420.0,,,,11.0
Daelim Po1y®,LH7200,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.07
Daelim Po1y®,TR147,"Polyethylene, High Density",HDPE,PE-HD,27.5,,834.0,,,,0.78
Daelim Po1y®,TR-418BLP,"Polyethylene, High Density",HDPE,PE-HD,18.6,,686.0,,,,0.24
Daelim Po1y®,TR470UV,"Polyethylene, High Density",HDPE,PE-HD,29.4,,1420.0,,,,0.3
Braskem PE,BS002W,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1400.0,,,,0.33
Braskem PE,DA054B,"Polyethylene, High Density",HDPE,PE-HD,,,1050.0,,,,0.3
Braskem PE,DA055A,"Polyethylene, High Density",HDPE,PE-HD,,,1100.0,,,,0.27
Braskem PE,GE7252XS,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1110.0,,,,2.0
Braskem PE,GM5255,"Polyethylene, High Density",HDPE,PE-HD,24.0,,1220.0,,,,0.2
Braskem PE,GP5550,"Polyethylene, High Density",HDPE,PE-HD,26.0,,1190.0,,,,0.3
Braskem PE,HD0860,"Polyethylene, High Density",HDPE,PE-HD,32.0,,1500.0,,,,8.0
Braskem PE,HD2000F,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.33
Braskem PE,HD3401S,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1150.0,,,,4.5
Braskem PE,HS5407V1,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1200.0,,,,0.3
Braskem PE,HT4219,"Polyethylene, High Density",HDPE,PE-HD,23.0,,860.0,,,,0.15
Braskem PE,RIGEO 4950HSM,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1200.0,,,,0.31
Braskem PE,SHC7260LS-L,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1380.0,,,,7.2
Braskem PE,DA061A,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,7.0
Braskem PE,DA074A,"Polyethylene, High Density",HDPE,PE-HD,,,1150.0,,,,1.8
Braskem PE,DAR001A,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.55
Braskem PE,HD3403S,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1150.0,,,,4.5
Braskem PE,SHD0860,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,8.0
Braskem PE,DA061A,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,7.0
Braskem PE,DA065A,"Polyethylene, High Density",HDPE,PE-HD,,,950.0,,,,0.15
Braskem PE,HD2560,"Polyethylene, High Density",HDPE,PE-HD,,,1380.0,,,,25.0
Braskem PE,HDI0453U1,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1160.0,,1210.0,,4.5
Braskem PE,RGR 7A2 WE,"Polyethylene, High Density",HDPE,PE-HD,,,1100.0,,,,0.27
Braskem PE,SGF4960,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1550.0,,,,0.34
Braskem PE,SHD7255LS-L,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1150.0,,,,4.5
CABELEC®,CA6115,"Polyethylene, High Density",HDPE,PE-HD-GF,,,2960.0,,,,11.0
CANEI,HD B60 Black,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.06
CANEI,HD ESJ Clear,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.1
CANEI,HD ESJ Light,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.1
CANEI,HD G20 Grey,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.57
CANEI,HD Pipe B302,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.15
CANEI,MCN 50,"Polyethylene, High Density",HDPE,PE-HD,24.5,,,,,,0.3
CANEI,PE 606 Orange,"Polyethylene, High Density",HDPE,PE-HD,25.5,130.0,,,,,3.0
CANEI,PE 710 Pipe,"Polyethylene, High Density",HDPE,PE-HD,30.4,130.0,20.6,,,,0.2
CANEI,PE 710S,"Polyethylene, High Density",HDPE,PE-HD,30.4,130.0,20.6,,,,0.2
CANEI,PE 904,"Polyethylene, High Density",HDPE,PE-HD,24.3,130.0,718.0,,,,3.5
CANEI,PE-710B,"Polyethylene, High Density",HDPE,PE-HD,,130.0,,,,,0.15
Asrene®,SF 5007,"Polyethylene, High Density",HDPE,PE-HD,,,1100.0,,,,0.05
Asrene®,SP 4808,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1300.0,,,,0.06
CERTENE™,HI-2053,"Polyethylene, High Density",HDPE,PE-HD,26.4,,1170.0,,,,20.0
CERTENE™,HPB-0354,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1340.0,,,,0.35
CP PRYME® Polyethylene,PE100HDC(.35FM)-105,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,28.0,,1280.0,,,,0.35
Marlex®,9005,"Polyethylene, High Density",HDPE,PE-HD,23.0,,1070.0,,,,6.0
Marlex®,9012,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1270.0,,,,12.0
Marlex®,9035,"Polyethylene, High Density",HDPE,PE-HD,24.0,,979.0,,,,40.0
Marlex®,9607,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,6.5
Marlex®,9659,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,1.0
Marlex®,9708,"Polyethylene, High Density",HDPE,PE-HD,32.0,,1580.0,,,,8.0
Marlex®,HHM 5202BN,"Polyethylene, High Density",HDPE,PE-HD,26.0,,1310.0,,,,0.35
Marlex®,HHM 5502-01ST,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1370.0,,,,0.25
Marlex®,HHM 5502LD,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1370.0,,,,0.35
Marlex®,HHM 5502LW,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1370.0,,,,0.35
Marlex®,HMN 6060,"Polyethylene, High Density",HDPE,PE-HD,32.4,,1590.0,,,,6.5
Marlex®,HMN TR-942G,"Polyethylene, High Density",HDPE,PE-HD,21.0,,720.0,,,,2.0
Marlex®,HXB TR-494,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1070.0,,,,5.5
Marlex®,HXM 50100,"Polyethylene, High Density",HDPE,PE-HD,25.0,,1200.0,,,,10.0
Marlex®,TRB-432,"Polyethylene, High Density",HDPE,PE-HD,25.5,,965.0,,,,8.0
Marlex®,TRB-437LS,"Polyethylene, High Density",HDPE,PE-HD,24.0,,965.0,,,,9.0
Marlex®,TRB-490,"Polyethylene, High Density",HDPE,PE-HD,26.0,,900.0,,,,9.5
Celstran®,PEHD-GF40-01,"Polyethylene, High Density",HDPE,PE-HD-GF,,,7500.0,180.0,8250.0,,
Baystar™ Polyethylene,Lumicene® mPE M6410,"Polyethylene, High Density (MMW)","HDPE, MMW",PE-HD,,134.0,,,,,1.2
Biffa,HDPE JAZZ FLAKE (SH),"Polyethylene, High Density",HDPE,PE-HD,,,,,,,3.9
Borstar®,HE6067,"Polyethylene, High Density",HDPE,PE-HD,29.0,,900.0,,,,1.7
BorSafe™,HE3470-LS,"Polyethylene, High Density",HDPE,PE-HD,22.0,,,,1000.0,,0.3
BorSafe™,HE3490-LS,"Polyethylene, High Density",HDPE,PE-HD,25.0,,,,1100.0,,0.25
BorSafe™,HE3494-LS-H,"Polyethylene, High Density",HDPE,PE-HD,24.0,,,,1000.0,,0.25
BorSafe™,HE3496-LS-H,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.25
BorPEX™,HE1878,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,22.0,,,,,,3.0
Bormed™,HE7541-PH,"Polyethylene, High Density",HDPE,PE-HD,26.0,,1250.0,,1150.0,,4.0
Borealis PP,HE4872,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.7
Borealis PE,HE3366,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.7
Borealis PE,HE4883,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,3.5
Borcoat™,HE3453,"Polyethylene, High Density",HDPE,PE-HD,15.0,128.0,,,,,0.5
Borcoat™,HE7405,"Polyethylene, High Density",HDPE,PE-HD,,130.0,,,,,8.0
BRETENE®,HDT BLACK,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,1.5
BFI,2287,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,,127.0,,,,,0.31
BFI,6420,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,2.0
Braskem PE,HDE0960,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.9
Braskem PE,HDI0653U1,"Polyethylene, High Density",HDPE,PE-HD,25.0,,1250.0,,1230.0,,6.2
Braskem PE,HDS0255,"Polyethylene, High Density",HDPE,PE-HD,31.0,,1330.0,,,,0.25
Trilliant™ HC,5410-0030RS Natural,"Polyethylene, High Density",HDPE,PE-HD-GF,,,4140.0,,4140.0,,
Maxxam™ FR,PE H XF V0 WHITE 70,"Polyethylene, High Density",HDPE,PE-HD-FR,,,,,2100.0,,
BAAF UHMW-PE,M-1,"Polyethylene, High Density (UHMW)","HDPE, UHMW",PE-UHMW,,,,,,,
BAAF UHMW-PE,M-2,"Polyethylene, High Density (UHMW)","HDPE, UHMW",PE-UHMW,,,,,,,
Bapolene®,2027,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,23.8,,,,1030.0,,0.3
Bapolene®,3252,"Polyethylene, High Density",HDPE,PE-HD,,,1020.0,,,,6.5
Bapolene®,3295,"Polyethylene, High Density",HDPE,PE-HD,23.4,,1000.0,,,,50.0
Bapolene®,350F,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.05
TITANZEX®,HF7000,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.05
Titanvene™,HD5218EA,"Polyethylene, High Density",HDPE,PE-HD,25.0,,1300.0,,,,18.0
Titanvene™,HD5401GA,"Polyethylene, High Density",HDPE,PE-HD,26.0,,1500.0,,,,0.1
Titanvene™,HD5502GA,"Polyethylene, High Density",HDPE,PE-HD,26.0,,1500.0,,,,0.38
TITANEX®,HF0961,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.1
MTEGRITY™ HDPE,HD145,"Polyethylene, High Density",HDPE,PE-HD,22.4,,965.0,,,,0.35
MTEGRITY™ HDPE,HD700,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,24.8,,1100.0,,,,33.0
MBA HDPE,1107 E,"Polyethylene, High Density",HDPE,PE-HD,19.0,,500.0,,,,0.25
MARPOL®,HDB 502-A,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1240.0,,,,0.32
MARPOL®,HDB 503G,"Polyethylene, High Density",HDPE,PE-HD,27.2,,1140.0,,,,0.33
MARPOL®,HDB 504,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1380.0,,,,0.2
MARPOL®,HDM 533,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,21.8,,752.0,,,,33.0
MARPOL®,HDM 550,"Polyethylene, High Density",HDPE,PE-HD,20.9,,576.0,,,,50.0
MARPOL®,HDP 501,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,22.1,,896.0,,,,11.0
MARPOL®,HDP 510,"Polyethylene, High Density",HDPE,PE-HD,25.0,,1030.0,,,,8.5
MODIC™,H711E,"Polyethylene, High Density",HDPE,PE-HD,23.0,,1000.0,,,,9.0
Purell,ACP 6031 D,"Polyethylene, High Density",HDPE,PE-HD,30.0,,,,1350.0,,0.25
Purell,GB 7250,"Polyethylene, High Density",HDPE,PE-HD,24.0,,,,1000.0,,10.0
Purell,GC 7260,"Polyethylene, High Density",HDPE,PE-HD,30.0,,,,1350.0,,8.0
Plexar®,PX2250,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,6.0
Petrothene®,KR52828E,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,23.0,,,,900.0,,0.3
Petrothene®,LB501031,"Polyethylene, High Density",HDPE,PE-HD,25.2,,1160.0,,,,11.0
Petrothene®,LM600500,"Polyethylene, High Density",HDPE,PE-HD,30.3,,1520.0,,,,0.35
Petrothene®,LP540203,"Polyethylene, High Density",HDPE,PE-HD,21.9,,,,,,0.17
Petrothene®,LR52800E,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,23.0,,,,900.0,,0.3
Petrothene®,LR590005,"Polyethylene, High Density",HDPE,PE-HD,21.7,,,,,,0.8
Petrothene®,LR732013,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1250.0,,,,0.3
Petrothene®,LR763011X01,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1170.0,,,,0.35
Petrothene®,LT493701,"Polyethylene, High Density (UHMW)","HDPE, UHMW",PE-UHMW,24.4,,1080.0,,,,0.34
Petrothene®,LT493721,"Polyethylene, High Density",HDPE,PE-HD,24.4,,1080.0,,,,0.34
Petrothene®,LT570401,"Polyethylene, High Density",HDPE,PE-HD,26.2,,1000.0,,,,21.0
Microthene®,MP655962,"Polyethylene, High Density",HDPE,PE-HD,22.8,,993.0,,,,5.0
Lupolen,4261 A SW63200,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,,,,,,,4.0
Lupolen,4261A  Q149,"Polyethylene, High Density",HDPE,PE-HD,24.0,,,,850.0,,6.0
Lupolen,4261AG UV60005,"Polyethylene, High Density",HDPE,PE-HD,24.0,,,,850.0,,0.35
Lupolen,4552D black,"Polyethylene, High Density",HDPE,PE-HD,23.0,,,,900.0,,0.42
Lupolen,5021 DX,"Polyethylene, High Density",HDPE,PE-HD,25.0,,,,1000.0,,0.25
Lupolen,5031 L Q 449 K,"Polyethylene, High Density",HDPE,PE-HD,26.0,,,,1100.0,,4.0
Lupolen,5261 Z,"Polyethylene, High Density",HDPE,PE-HD,27.0,,,,1200.0,,2.0
Lupolen,5261Z Q456 B POWDER,"Polyethylene, High Density",HDPE,PE-HD,28.4,,1220.0,,1320.0,,0.16
ICORENE®,4220,"Polyethylene, High Density",HDPE,PE-HD,22.8,,1000.0,,,,1.5
Hostalen,ACP 6541A UV,"Polyethylene, High Density",HDPE,PE-HD,22.0,,,,1100.0,,1.5
Hostalen,ACP 7740 F2,"Polyethylene, High Density",HDPE,PE-HD,24.0,,,,1000.0,,1.8
Hostalen,CRP 100 RESIST CR black,"Polyethylene, High Density",HDPE,PE-HD,23.0,129.0,,,1100.0,,0.23
Hostalen,CRP 100 S RED,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.45
Hostalen,GD 7255,"Polyethylene, High Density",HDPE,PE-HD,27.0,,,,1200.0,,4.0
Hostalen,GF 4750,"Polyethylene, High Density",HDPE,PE-HD,23.0,,,,1000.0,,0.4
Alathon® ETP,H4745,"Polyethylene, High Density",HDPE,PE-HD,,,965.0,,724.0,,45.0
Alathon®,H4620,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,20.0
Alathon®,H6012,"Polyethylene, High Density (MMW)","HDPE, MMW",PE-HD,,,,,,,12.0
Alathon®,L4550,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.45
Alathon®,L5005V,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.06
Alathon®,L5008,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,24.5,,972.0,,,,0.07
Alathon®,L5800I,"Polyethylene, High Density",HDPE,PE-HD,28.9,,1380.0,,,,0.35
Alathon®,M4621,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,,,,,,,2.2
Alathon®,M5372,"Polyethylene, High Density",HDPE,PE-HD,27.2,,1290.0,,910.0,,6.9
Alathon®,M6010-2,"Polyethylene, High Density (MMW)","HDPE, MMW",PE-HD,,,,,,,1.2
Alathon®,M6020SB,"Polyethylene, High Density (MMW)","HDPE, MMW",PE-HD,,,,,,,2.0
Alathon®,M6028,"Polyethylene, High Density",HDPE,PE-HD,28.4,,1400.0,,945.0,,2.8
Alathon®,M6580WC,"Polyethylene, High Density",HDPE,PE-HD,28.3,,1670.0,,,,8.2
TexRes,"High Density Polyethylene (Blow Mold, .7 mf)","Polyethylene, High Density",HDPE,PE-HD,31.0,,1650.0,,,,0.7
UNIVAL™,DMDA-6220 NT 7,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1050.0,,,,0.38
UNIVAL™,DMDA-6320 NT 7,"Polyethylene, High Density",HDPE,PE-HD,25.5,,1010.0,,,,0.46
UNIVAL™,DMDC-6145 NT 7,"Polyethylene, High Density",HDPE,PE-HD,25.5,,903.0,,,,14.0
UNIVAL™,DMDD-6230 NT 7,"Polyethylene, High Density",HDPE,PE-HD,23.4,,889.0,,,,0.25
FUSABOND™,E205,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,2.0
EVERCAP™,DMDA-1245 NT 7,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,20.0
EVERCAP™,DMDA-1247 NT 7,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,8.3
EVERCAP™,HDPE DMDA-1241 NT 7,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1070.0,,,,16.0
ELITE™,AT 6060,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,6.0
DOW™ Wire & Cable,DGDA-1310 NT,"Polyethylene, High Density",HDPE,PE-HD,22.8,,1000.0,,,,0.28
DOW™ Wire & Cable,DGDK-6862 NT,"Polyethylene, High Density",HDPE,PE-HD,,,750.0,,,,0.8
DOW™ HDPE,25055E,"Polyethylene, High Density",HDPE,PE-HD,25.0,,870.0,,,,25.0
DOW™ HDPE,35060L,"Polyethylene, High Density",HDPE,PE-HD,28.0,,900.0,,,,0.29
DOW™ HDPE,82054T,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,2.0
DOW™ HDPE,83754P,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,3.7
DOW™ HDPE,DGDB-2480 NT,"Polyethylene, High Density",HDPE,PE-HD,22.1,,827.0,,,,0.1
DOW™ HDPE,DGDB-5004 NT 7,"Polyethylene, High Density",HDPE,PE-HD,31.7,,1300.0,,,,0.8
DOW™ HDPE,DMDA-8904 NT 7,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1100.0,,,,4.4
DOW™ HDPE,DMDA-8907 NT 7,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1070.0,,,,6.8
DOW™ HDPE,DMDA-8920 HEALTH+™,"Polyethylene, High Density",HDPE,PE-HD,28.3,,1150.0,,,,20.0
DOW™ HDPE,DMDA-8940 NT 7,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1020.0,,,,44.0
DOW™ HDPE,DMDB-7950 NT 7,"Polyethylene, High Density",HDPE,PE-HD,24.8,,1010.0,,,,5.8
DOW™ HDPE,DMDC-1210 NT 7,"Polyethylene, High Density",HDPE,PE-HD,27.3,,1050.0,,,,10.0
DOW™ HDPE,LP 8000,"Polyethylene, High Density",HDPE,PE-HD,20.6,,,,,,0.22
DOW™,HDPE XDMDA-1227 NT 7,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1140.0,,,,2.7
CONTINUUM™,DGDA-2490 BK,"Polyethylene, High Density",HDPE,PE-HD,24.1,,1030.0,,,,0.08
CONTINUUM™,DGDA-2490 BL,"Polyethylene, High Density",HDPE,PE-HD,24.1,,1030.0,,,,0.08
CONTINUUM™,DGDA-2490 NT,"Polyethylene, High Density",HDPE,PE-HD,24.1,,1030.0,,,,0.08
CONTINUUM™,DGDA-2492 NT N,"Polyethylene, High Density",HDPE,PE-HD,24.8,,1030.0,,,,0.06
CONTINUUM™,DGDC-2480 BK,"Polyethylene, High Density",HDPE,PE-HD,24.1,,1030.0,,,,0.08
CONTINUUM™,DGDC-2490 BK,"Polyethylene, High Density",HDPE,PE-HD,24.1,,1030.0,,,,0.081
CONTINUUM™,DGDD-2480 BK,"Polyethylene, High Density",HDPE,PE-HD,24.1,,1030.0,,,,0.08
CONTINUUM™,DMDD-6620 HEALTH+™,"Polyethylene, High Density",HDPE,PE-HD,24.8,,1170.0,,,,0.28
CONTINUUM™,DMDD-6620 NT 7,"Polyethylene, High Density",HDPE,PE-HD,24.8,,1170.0,,,,0.28
AXELERON™,CS K-3364 NT CPD,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.75
AXELERON™,GP K-3479 BK CPD,"Polyethylene, High Density",HDPE,PE-HD,20.7,,1030.0,,,,0.2
TotalEnergies Polyethylene,HD 6082,"Polyethylene, High Density",HDPE,PE-HD,29.0,133.0,,,1300.0,,8.0
TotalEnergies Polyethylene,HDPE 53090,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,9.0
TotalEnergies Polyethylene,HDPE 56020 S XP,"Polyethylene, High Density (UHMW)","HDPE, UHMW",PE-UHMW,,,,,,,1.4
TotalEnergies Polyethylene,HDPE MS201B,"Polyethylene, High Density",HDPE,PE-HD,24.0,,1100.0,,,,8.0
TotalEnergies Polyethylene,rPE  6314,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.3
Trademark PE,HD10950,"Polyethylene, High Density",HDPE,PE-HD,25.2,,1170.0,,,,11.0
TRUCOAT®,MC3016,"Polyethylene, High Density",HDPE,PE-HD,,,793.0,,,,10.0
ROTOUN®,HD220UP,"Polyethylene, High Density",HDPE,PE-HD,20.0,128.0,800.0,,,,3.5
HIDEN®,M690,"Polyethylene, High Density",HDPE,PE-HD,27.5,,1180.0,,,,12.0
HIDEN®,M830,"Polyethylene, High Density",HDPE,PE-HD,27.5,,1180.0,,,,2.8
HIDEN®,M850,"Polyethylene, High Density",HDPE,PE-HD,27.5,,1270.0,,,,4.7
HIDEN®,P300X,"Polyethylene, High Density",HDPE,PE-HD,24.5,,,,,,0.03
HIDEN®,P301E BL,"Polyethylene, High Density",HDPE,PE-HD,21.6,,834.0,,,,0.12
HIDEN®,P502 BL,"Polyethylene, High Density",HDPE,PE-HD,19.1,,637.0,,,,0.15
HIDEN®,P502 YE,"Polyethylene, High Density",HDPE,PE-HD,19.1,,588.0,,,,0.15
HIDEN®,P603H BL,"Polyethylene, High Density",HDPE,PE-HD,20.6,,785.0,,,,0.3
HIDEN®,U090 L,"Polyethylene, High Density (UHMW)","HDPE, UHMW",PE-UHMW,16.7,,,,,,
Pharmalene®,ML 70 PH,"Polyethylene, High Density",HDPE,PE-HD,25.0,131.0,1100.0,,,,2.8
Eraclene®,DB 506,"Polyethylene, High Density",HDPE,PE-HD,18.0,127.0,690.0,,,,0.23
Eraclene®,MP 90 U,"Polyethylene, High Density",HDPE,PE-HD,30.0,135.0,1450.0,,,,7.5
Eraclene®,PF 92,"Polyethylene, High Density",HDPE,PE-HD,31.0,134.0,1500.0,,,,0.7
VINPOL™,HD00354 Series,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1380.0,,,,0.3
VINPOL™,HD04847,"Polyethylene, High Density",HDPE,PE-HD,22.1,,860.0,,,,4.8
VINPOL™,HD10H50,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.06
Uz-Kor HDPE,BL5200,"Polyethylene, High Density",HDPE,PE-HD,24.5,,1230.0,,,,0.24
Uz-Kor HDPE,J2210,"Polyethylene, High Density",HDPE,PE-HD,23.5,,1080.0,,,,6.5
Uz-Kor HDPE,MF5000,"Polyethylene, High Density",HDPE,PE-HD,20.6,,883.0,,,,0.8
Unilex™,UP.1000.952,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,10.0
Unilex™,UP.70.960,"Polyethylene, High Density",HDPE,PE-HD,30.3,,1650.0,,,,0.7
UNITHENE®,LH5590,"Polyethylene, High Density",HDPE,PE-HD,24.5,,,,,,90.0
Latilub,45/7-20T,"Polyethylene, High Density",HDPE,PE-HD-L,,,,,1380.0,,
Lutene® H,ME8000,"Polyethylene, High Density",HDPE,PE-HD,28.4,132.0,1030.0,,,,8.0
Lutene® H,XL1800,"Polyethylene, High Density",HDPE,PE-HD,25.0,133.0,1000.0,,,,2.0
Lucene™,SM800,"Polyethylene, High Density",HDPE,PE-HD,26.5,132.0,1030.0,,,,8.0
Lotte,2210J,"Polyethylene, High Density",HDPE,PE-HD,22.6,,1180.0,,,,7.0
Lotte,2600F,"Polyethylene, High Density",HDPE,PE-HD,24.0,,1230.0,,,,18.0
Lotte,2600J,"Polyethylene, High Density",HDPE,PE-HD,23.5,,1230.0,,,,20.0
Lotte,2700J,"Polyethylene, High Density",HDPE,PE-HD,19.6,,785.0,,,,7.0
Lotte,4100M,"Polyethylene, High Density",HDPE,PE-HD,18.6,128.0,785.0,,,,0.27
Lotte,5200B,"Polyethylene, High Density",HDPE,PE-HD,28.4,,1320.0,,,,0.3
Lotte,BL5200,"Polyethylene, High Density",HDPE,PE-HD,28.4,,1320.0,,,,0.33
Lotte,M7100,"Polyethylene, High Density",HDPE,PE-HD,22.6,,834.0,,,,0.06
Lotte,MF5000,"Polyethylene, High Density",HDPE,PE-HD,24.5,,981.0,,,,0.95
KPOL-HDPE,HD K-0.2/957B,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,,130.0,,,,,0.2
KPOL-HDPE,HD K-0.35/955 BO,"Polyethylene, High Density",HDPE,PE-HD,27.6,129.0,1380.0,,,,0.35
KPOL-HDPE,HD K-7.0/950,"Polyethylene, High Density (EHMW)","HDPE, EHMW",PE-HD,32.0,132.0,1.25,,,,7.0
KW Plastics,KWR101-150,"Polyethylene, High Density",HDPE,PE-HD,25.5,,1140.0,,,,0.6
KW Plastics,KWR105M2,"Polyethylene, High Density",HDPE,PE-HD,20.7,,862.0,,,,4.0
ImerPlast™,TW20F,"Polyethylene, High Density",HDPE,PE-HD,21.0,,1000.0,,,,0.7
ImerPlast™,WPC10,"Polyethylene, High Density",HDPE,PE-HD,23.0,,1200.0,,,,0.5
Rigidex®,E5018,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,19.0,,,,800.0,,0.9
Rigidex®,HD5211EA-Y,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,26.0,131.0,1000.0,,,,11.0
Rigidex®,HD5502S,"Polyethylene, High Density (MMW)","HDPE, MMW",PE-HD,26.0,,1050.0,,,,0.2
Rigidex®,HD5740UA,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1300.0,,,,4.0
Rigidex®,HD6007S,"Polyethylene, High Density (MMW)","HDPE, MMW",PE-HD,31.0,,1700.0,,,,0.6
Rigidex®,HM5060XA,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,26.0,,1000.0,,,,6.0
Recycl-IN,rHD5402WT,"Polyethylene, High Density",HDPE,PE-HD,34.0,,1250.0,,,,0.2
Recycl-IN,rHD5620GN1,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,1.8
INEOS Wire & Cable,BPD4035,"Polyethylene, High Density",HDPE,PE-HD,18.0,,,,,,0.2
ELTEX®,A4009PFN1324,"Polyethylene, High Density",HDPE,PE-HD,,136.0,,,,,0.85
ELTEX®,A4090P,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,,130.0,,,,,10.0
ELTEX®,A5006FN1280,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,,,,,,,1.9
ELTEX®,B4020N1331,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,25.0,,,,1200.0,,2.2
ELTEX®,B4922/20N3000,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.3
ELTEX®,B6921/20N2010,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.45
